# train_accs, valid_accs, test_accs, dt_accs, fidelities, depths, nodes, robust_score
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 3.000000000000000000e+00 1.100000000000000000e+01 3.333333333333333148e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 8.750000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+00 9.333333333333333481e-01
9.333333373069763184e-01 8.437500000000000000e-01 8.541666865348815918e-01 5.300000000000000266e-01 6.875000000000000000e-01 2.000000000000000000e+00 5.000000000000000000e+00 8.000000000000000444e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 8.958333333333333703e-01 4.000000000000000000e+00 1.300000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 8.699999999999999956e-01 9.375000000000000000e-01 5.000000000000000000e+00 1.100000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.300000000000000488e-01 9.375000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+00 5.999999999999999778e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 8.125000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+00 8.000000000000000444e-01
9.916666746139526367e-01 1.000000000000000000e+00 9.791666865348815918e-01 5.300000000000000266e-01 7.708333333333333703e-01 2.000000000000000000e+00 5.000000000000000000e+00 4.666666666666666741e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000266e-01 8.541666666666666297e-01 7.000000000000000000e+00 1.900000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000400e-01 8.958333333333333703e-01 5.000000000000000000e+00 1.300000000000000000e+01 4.666666666666666741e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 8.000000000000000444e-01 9.375000000000000000e-01 6.000000000000000000e+00 1.700000000000000000e+01 4.000000000000000222e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000400e-01 8.750000000000000000e-01 5.000000000000000000e+00 1.100000000000000000e+01 8.666666666666666963e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000400e-01 8.958333333333333703e-01 6.000000000000000000e+00 1.300000000000000000e+01 4.666666666666666741e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.300000000000000488e-01 9.791666666666666297e-01 5.000000000000000000e+00 1.500000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 6.700000000000000400e-01 8.750000000000000000e-01 4.000000000000000000e+00 1.100000000000000000e+01 5.333333333333333259e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000266e-01 8.333333333333333703e-01 5.000000000000000000e+00 1.100000000000000000e+01 4.000000000000000222e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 7.000000000000000000e+00 2.100000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.999999999999999778e-01 7.291666666666666297e-01 2.000000000000000000e+00 5.000000000000000000e+00 5.999999999999999778e-01
1.000000000000000000e+00 9.375000000000000000e-01 9.583333134651184082e-01 6.700000000000000400e-01 7.708333333333333703e-01 2.000000000000000000e+00 5.000000000000000000e+00 3.333333333333333148e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.699999999999999956e-01 7.916666666666666297e-01 2.000000000000000000e+00 5.000000000000000000e+00 7.333333333333332815e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 8.000000000000000444e-01 8.958333333333333703e-01 3.000000000000000000e+00 7.000000000000000000e+00 8.666666666666666963e-01
1.000000000000000000e+00 9.375000000000000000e-01 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 6.000000000000000000e+00 1.900000000000000000e+01 5.999999999999999778e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.699999999999999956e-01 9.583333333333333703e-01 6.000000000000000000e+00 1.500000000000000000e+01 4.000000000000000222e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 8.125000000000000000e-01 2.000000000000000000e+00 5.000000000000000000e+00 8.666666666666666963e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 9.375000000000000000e-01 7.000000000000000000e+00 2.100000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 9.300000000000000488e-01 9.583333333333333703e-01 5.000000000000000000e+00 1.500000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 6.000000000000000000e+00 1.700000000000000000e+01 5.333333333333333259e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 5.300000000000000266e-01 8.541666666666666297e-01 6.000000000000000000e+00 1.700000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 7.299999999999999822e-01 8.958333333333333703e-01 5.000000000000000000e+00 1.300000000000000000e+01 8.666666666666666963e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 7.000000000000000000e+00 1.700000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 6.700000000000000400e-01 8.125000000000000000e-01 4.000000000000000000e+00 9.000000000000000000e+00 5.333333333333333259e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000400e-01 8.541666666666666297e-01 4.000000000000000000e+00 9.000000000000000000e+00 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 5.999999999999999778e-01 8.750000000000000000e-01 5.000000000000000000e+00 1.300000000000000000e+01 2.666666666666666630e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 9.375000000000000000e-01 6.000000000000000000e+00 1.500000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 8.000000000000000444e-01 8.541666666666666297e-01 3.000000000000000000e+00 7.000000000000000000e+00 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 6.000000000000000000e+00 1.700000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 9.300000000000000488e-01 9.583333333333333703e-01 6.000000000000000000e+00 1.500000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.999999999999999778e-01 8.750000000000000000e-01 8.000000000000000000e+00 1.900000000000000000e+01 5.999999999999999778e-01
1.000000000000000000e+00 9.375000000000000000e-01 9.791666865348815918e-01 8.000000000000000444e-01 9.375000000000000000e-01 7.000000000000000000e+00 1.500000000000000000e+01 5.333333333333333259e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 3.000000000000000000e+00 9.000000000000000000e+00 5.999999999999999778e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.699999999999999956e-01 9.583333333333333703e-01 5.000000000000000000e+00 1.300000000000000000e+01 5.999999999999999778e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 9.375000000000000000e-01 5.000000000000000000e+00 1.700000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 9.687500000000000000e-01 9.791666865348815918e-01 8.699999999999999956e-01 7.708333333333333703e-01 1.000000000000000000e+00 3.000000000000000000e+00 9.333333333333333481e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 5.999999999999999778e-01 8.750000000000000000e-01 4.000000000000000000e+00 1.300000000000000000e+01 5.999999999999999778e-01
9.916666746139526367e-01 9.687500000000000000e-01 1.000000000000000000e+00 6.700000000000000400e-01 7.916666666666666297e-01 3.000000000000000000e+00 7.000000000000000000e+00 4.666666666666666741e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000400e-01 7.708333333333333703e-01 3.000000000000000000e+00 7.000000000000000000e+00 8.000000000000000444e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 9.375000000000000000e-01 4.000000000000000000e+00 1.300000000000000000e+01 4.666666666666666741e-01
1.000000000000000000e+00 9.375000000000000000e-01 9.791666865348815918e-01 7.299999999999999822e-01 8.750000000000000000e-01 4.000000000000000000e+00 1.100000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 4.000000000000000000e+00 1.300000000000000000e+01 5.999999999999999778e-01
9.333333373069763184e-01 9.062500000000000000e-01 9.166666865348815918e-01 7.299999999999999822e-01 9.166666666666666297e-01 6.000000000000000000e+00 1.700000000000000000e+01 4.000000000000000222e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.999999999999999778e-01 8.750000000000000000e-01 6.000000000000000000e+00 1.500000000000000000e+01 4.666666666666666741e-01
1.000000000000000000e+00 9.375000000000000000e-01 1.000000000000000000e+00 5.999999999999999778e-01 8.750000000000000000e-01 6.000000000000000000e+00 1.300000000000000000e+01 4.666666666666666741e-01
9.250000119209289551e-01 7.500000000000000000e-01 9.166666865348815918e-01 8.699999999999999956e-01 7.916666666666666297e-01 1.000000000000000000e+00 3.000000000000000000e+00 8.666666666666666963e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000400e-01 8.958333333333333703e-01 6.000000000000000000e+00 1.500000000000000000e+01 4.666666666666666741e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 6.700000000000000400e-01 8.958333333333333703e-01 7.000000000000000000e+00 1.500000000000000000e+01 6.666666666666666297e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 9.300000000000000488e-01 9.791666666666666297e-01 5.000000000000000000e+00 1.700000000000000000e+01 6.666666666666666297e-01
9.916666746139526367e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 8.958333333333333703e-01 4.000000000000000000e+00 9.000000000000000000e+00 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 6.000000000000000000e+00 1.500000000000000000e+01 5.999999999999999778e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 5.999999999999999778e-01 8.750000000000000000e-01 5.000000000000000000e+00 1.700000000000000000e+01 3.333333333333333148e-01
9.916666746139526367e-01 9.687500000000000000e-01 1.000000000000000000e+00 8.699999999999999956e-01 9.375000000000000000e-01 3.000000000000000000e+00 9.000000000000000000e+00 5.333333333333333259e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 8.000000000000000444e-01 8.750000000000000000e-01 4.000000000000000000e+00 1.100000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 6.700000000000000400e-01 8.958333333333333703e-01 7.000000000000000000e+00 1.900000000000000000e+01 5.333333333333333259e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 6.700000000000000400e-01 8.958333333333333703e-01 5.000000000000000000e+00 1.700000000000000000e+01 4.666666666666666741e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 7.299999999999999822e-01 9.166666666666666297e-01 5.000000000000000000e+00 1.700000000000000000e+01 5.333333333333333259e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.300000000000000266e-01 8.541666666666666297e-01 7.000000000000000000e+00 1.900000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.699999999999999956e-01 8.958333333333333703e-01 2.000000000000000000e+00 5.000000000000000000e+00 8.666666666666666963e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.300000000000000488e-01 9.375000000000000000e-01 5.000000000000000000e+00 1.700000000000000000e+01 8.000000000000000444e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000400e-01 8.958333333333333703e-01 5.000000000000000000e+00 1.100000000000000000e+01 3.333333333333333148e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.700000000000000400e-01 8.958333333333333703e-01 5.000000000000000000e+00 1.700000000000000000e+01 8.666666666666666963e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 8.750000000000000000e-01 3.000000000000000000e+00 7.000000000000000000e+00 5.999999999999999778e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.375000000000000000e-01 7.299999999999999822e-01 6.666666666666666297e-01 1.000000000000000000e+00 3.000000000000000000e+00 1.333333333333333315e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.583333134651184082e-01 5.999999999999999778e-01 7.708333333333333703e-01 1.000000000000000000e+00 3.000000000000000000e+00 8.666666666666666963e-01
9.916666746139526367e-01 9.687500000000000000e-01 1.000000000000000000e+00 7.299999999999999822e-01 8.333333333333333703e-01 3.000000000000000000e+00 7.000000000000000000e+00 6.666666666666666297e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.699999999999999956e-01 9.583333333333333703e-01 6.000000000000000000e+00 1.500000000000000000e+01 8.000000000000000444e-01
9.916666746139526367e-01 9.687500000000000000e-01 1.000000000000000000e+00 4.699999999999999734e-01 8.333333333333333703e-01 6.000000000000000000e+00 1.700000000000000000e+01 8.000000000000000444e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 5.000000000000000000e+00 1.300000000000000000e+01 5.999999999999999778e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.999999999999999778e-01 8.750000000000000000e-01 4.000000000000000000e+00 1.300000000000000000e+01 9.333333333333333481e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.999999999999999778e-01 7.083333333333333703e-01 1.000000000000000000e+00 3.000000000000000000e+00 5.333333333333333259e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 8.699999999999999956e-01 9.375000000000000000e-01 4.000000000000000000e+00 9.000000000000000000e+00 5.333333333333333259e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 9.375000000000000000e-01 1.000000000000000000e+01 2.100000000000000000e+01 4.666666666666666741e-01
1.000000000000000000e+00 1.000000000000000000e+00 9.791666865348815918e-01 7.299999999999999822e-01 7.291666666666666297e-01 1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00
9.916666746139526367e-01 9.687500000000000000e-01 9.583333134651184082e-01 8.000000000000000444e-01 8.958333333333333703e-01 4.000000000000000000e+00 9.000000000000000000e+00 5.333333333333333259e-01
6.000000238418579102e-01 5.312500000000000000e-01 5.833333134651184082e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 9.333333333333333481e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.999999999999999778e-01 8.750000000000000000e-01 6.000000000000000000e+00 1.300000000000000000e+01 6.666666666666666297e-01
5.583333373069763184e-01 5.625000000000000000e-01 5.416666865348815918e-01 7.299999999999999822e-01 9.166666666666666297e-01 2.000000000000000000e+00 5.000000000000000000e+00 8.000000000000000444e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.299999999999999822e-01 9.166666666666666297e-01 4.000000000000000000e+00 9.000000000000000000e+00 5.333333333333333259e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.699999999999999956e-01 9.583333333333333703e-01 5.000000000000000000e+00 1.300000000000000000e+01 7.333333333333332815e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 7.299999999999999822e-01 8.541666666666666297e-01 5.000000000000000000e+00 1.500000000000000000e+01 8.000000000000000444e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01 9.375000000000000000e-01 5.000000000000000000e+00 1.300000000000000000e+01 9.333333333333333481e-01
